Time Period,Measure Type,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By age,45-64 years old,Visit count,275000,53000,171000,379000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",3.3,0.6,2.1,4.6,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By age,65+ years old,Visit count,219000,48000,125000,312000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",4,0.9,2.3,5.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,140000,48000,46000,234000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",3.4,1.2,1.2,5.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,Hispanic,Visit count,318000,78000,165000,471000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",5.1,1.2,2.7,7.5,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,512000,130000,258000,767000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",2.6,0.7,1.4,3.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Female,Visit count,655000,128000,404000,906000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Female,"Visit rate (per 1,000 people)",3.9,0.8,2.4,5.5,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Male,Visit count,474000,87000,303000,645000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Male,"Visit rate (per 1,000 people)",2.9,0.5,1.9,4,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,Total,All visits,Visit count,7337000,1278000,4832000,9843000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,Total,All visits,"Visit rate (per 1,000 people)",22.4,3.9,14.8,30.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,0-17 years old,Visit count,38000,11000,17000,59000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",0.5,0.1,0.2,0.8,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,18-44 years old,Visit count,1165000,210000,753000,1577000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",10,1.8,6.5,13.6,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,45-64 years old,Visit count,3493000,590000,2337000,4649000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",42.2,7.1,28.2,56.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,65+ years old,Visit count,2641000,527000,1608000,3674000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",48.3,9.6,29.4,67.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,1611000,538000,556000,2665000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",39.6,13.1,14,65.3,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,Hispanic,Visit count,1782000,466000,869000,2694000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",28.7,7.4,14.3,43.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,3065000,635000,1820000,4309000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",15.8,3.2,9.6,22,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Female,Visit count,4164000,751000,2692000,5635000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Female,"Visit rate (per 1,000 people)",25.1,4.5,16.2,33.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Male,Visit count,3173000,539000,2116000,4230000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Male,"Visit rate (per 1,000 people)",19.7,3.4,13.1,26.3,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,Total,All visits,Visit count,5899000,1081000,3780000,8017000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,Total,All visits,"Visit rate (per 1,000 people)",18,3.3,11.6,24.5,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,0-17 years old,Visit count,1560000,311000,951000,2169000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",21.2,4.2,13,29.5,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,18-44 years old,Visit count,1684000,358000,983000,2386000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",14.5,3.1,8.5,20.5,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,45-64 years old,Visit count,1695000,318000,1071000,2319000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",20.5,3.8,12.9,28,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,65+ years old,Visit count,959000,204000,559000,1359000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",17.5,3.7,10.2,24.8,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,1022000,346000,345000,1700000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",25.2,8.4,8.7,41.6,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,Hispanic,Visit count,1586000,442000,719000,2452000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",25.6,7,11.9,39.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,2540000,588000,1388000,3693000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",13.1,3,7.3,18.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Female,Visit count,3689000,711000,2296000,5083000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Female,"Visit rate (per 1,000 people)",22.2,4.3,13.8,30.6,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Male,Visit count,2208000,383000,1458000,2959000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Male,"Visit rate (per 1,000 people)",13.7,2.4,9.1,18.4,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,Total,All visits,Visit count,5386000,1058000,3313000,7459000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",16.5,3.2,10.1,22.8,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,0-17 years old,Visit count,716000,161000,400000,1032000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",9.7,2.2,5.4,14.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,18-44 years old,Visit count,1697000,380000,953000,2441000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",14.6,3.3,8.2,21,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,45-64 years old,Visit count,1930000,370000,1203000,2656000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",23.3,4.5,14.5,32.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,65+ years old,Visit count,1044000,217000,618000,1469000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",19.1,4,11.3,26.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Black, non-Hispanic",Visit count,913000,302000,322000,1504000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",22.5,7.3,8.1,36.8,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,1673000,557000,581000,2764000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",27,8.8,9.7,44.3,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"White, non-Hispanic",Visit count,2208000,482000,1263000,3153000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",11.4,2.4,6.6,16.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Female,Visit count,3279000,654000,1997000,4561000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",19.7,3.9,12,27.4,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Male,Visit count,2105000,415000,1293000,2918000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",13.1,2.6,8,18.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,Total,All visits,Visit count,2537000,490000,1576000,3498000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,Total,All visits,"Visit rate (per 1,000 people)",7.8,1.5,4.8,10.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,0-17 years old,Visit count,636000,135000,372000,900000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",8.7,1.8,5.1,12.3,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,18-44 years old,Visit count,807000,166000,481000,1133000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",6.9,1.4,4.1,9.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,45-64 years old,Visit count,701000,135000,436000,965000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",8.5,1.6,5.3,11.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,65+ years old,Visit count,393000,85000,227000,560000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,65+ years old,"Visit rate (per 1,000 people)",7.2,1.6,4.1,10.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,473000,166000,147000,798000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",11.6,4,3.7,19.6,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,Hispanic,Visit count,752000,193000,373000,1130000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",12.1,3,6.2,18.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"White, non-Hispanic",Visit count,959000,232000,504000,1415000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",4.9,1.2,2.6,7.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Female,Visit count,1569000,321000,941000,2197000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Female,"Visit rate (per 1,000 people)",9.4,1.9,5.7,13.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Male,Visit count,968000,173000,628000,1307000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Male,"Visit rate (per 1,000 people)",6,1.1,3.9,8.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,Total,All visits,Visit count,5652000,1115000,3466000,7838000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,Total,All visits,"Visit rate (per 1,000 people)",17.3,3.4,10.6,24,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,0-17 years old,Visit count,215000,47000,122000,307000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,0-17 years old,"Visit rate (per 1,000 people)",2.9,0.6,1.7,4.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,18-44 years old,Visit count,1327000,256000,825000,1828000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,18-44 years old,"Visit rate (per 1,000 people)",11.4,2.2,7.1,15.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,45-64 years old,Visit count,2492000,498000,1515000,3468000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,45-64 years old,"Visit rate (per 1,000 people)",30.1,6,18.3,41.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,65+ years old,Visit count,1619000,369000,896000,2343000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,65+ years old,"Visit rate (per 1,000 people)",29.6,6.7,16.4,42.8,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Black, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,Hispanic,Visit count,1390000,381000,642000,2137000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",22.4,6,10.6,34.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"White, non-Hispanic",Visit count,2554000,579000,1418000,3690000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",13.2,2.9,7.4,18.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Female,Visit count,3696000,750000,2227000,5166000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Female,"Visit rate (per 1,000 people)",22.2,4.5,13.4,31.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Male,Visit count,1955000,370000,1229000,2681000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By sex,Male,"Visit rate (per 1,000 people)",12.1,2.3,7.6,16.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,Total,All visits,Visit count,3870000,721000,2457000,5283000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,Total,All visits,"Visit rate (per 1,000 people)",11.8,2.2,7.5,16.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,0-17 years old,Visit count,196000,44000,110000,281000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,0-17 years old,"Visit rate (per 1,000 people)",2.7,0.6,1.5,3.8,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,18-44 years old,Visit count,1434000,284000,877000,1990000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,18-44 years old,"Visit rate (per 1,000 people)",12.3,2.4,7.5,17.1,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,45-64 years old,Visit count,1294000,234000,835000,1753000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,45-64 years old,"Visit rate (per 1,000 people)",15.6,2.8,10.1,21.2,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,65+ years old,Visit count,946000,206000,542000,1351000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By age,65+ years old,"Visit rate (per 1,000 people)",17.3,3.8,9.9,24.7,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"Black, non-Hispanic",Visit count,773000,250000,283000,1263000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",19,6.1,7.1,30.9,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,Hispanic,Visit count,1217000,316000,598000,1837000,Yes
Jan.-Jun. 2022,Diagnosis Chapter,Diseases of the urinary and genital systems,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",19.6,5,9.8,29.4,Yes
